id,nom,ville,arrondissement,quartier,latitude,longitude,telephone,email,hemodialyse,dialyse_peritoneale,nb_postes_dialyse,seances_par_semaine,consultation_nephrologue,urgences_renales,prise_en_charge_cnps,prise_en_charge_minsante,horaires,Categorie,type_hopital,couveuses,bloc_operatoire,urgences_24h,maternite,radiographie,echographie,scanner,irm,mammographie,doppler,analyses_courantes,bilan_complet,bacteriologie,serologie,pcr_covid_paludisme,prelevement_domicile,resultat_en_ligne,agree_minsante,phytotherapie,acupuncture,massage_therapeutique,traitement_paludisme,traitement_diabete,traitement_hypertension,plante_principale,consultation_generale,chirurgie_oculaire,correction_visuelle,vente_lunettes,traitement_cataracte,traitement_glaucome,laser_vision,pharmacie_de_garde,type_garde,livraison_domicile,parapharmacie,materiel_medical,kinesitherapie,reeducation_post_op,reeducation_neurologique,reeducation_pediatrique,osteopathie,appareillage_orthopedique,seances_domicile,type_centre,vaccination_enfants,vaccination_adultes,suivi_grossesse,planning_familial,consultation_nourrissons,vaccins_disponibles,carnet_sante_numerique,search_text
IMG0047,Centre d'Imagerie Secours,Douala,Douala I,Bali,4.070731,9.764591,+237 652 052 499,secours@hotmail.com,,,,,,,,,Lun–Sam 07h30–19h00,Imagerie medicale,,,,,,Oui,Oui,Oui,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre d'Imagerie Secours Bali
IMG0048,Centre d'Imagerie de Bessengue,Douala,Douala I,Village,4.072047,9.792006,+237 690 836 259,bessengue@gmail.com,,,,,,,,,Lun–Sam 07h30–19h00,Imagerie medicale,,,,,,Oui,Oui,Oui,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre d'Imagerie de Bessengue Village
IMG0049,Cabinet de Radiologie de Logbessou,Douala,Douala II,Logbessou,4.018333,9.627611,+237 696 918 788,radiologielogb@hotmail.com,,,,,,,,,Lun–Ven 08h00–18h00,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabinet de Radiologie de Logbessou Logbessou
IMG0050,Clinique Radiologique Mvogo,Yaoundé,Yaoundé VII,Omnisports,3.768177,11.548001,+237 222 135 909,radiologiquemv@yahoo.fr,,,,,,,,,Lun–Sam 08h00–17h00,Imagerie medicale,,,,,,Oui,Oui,Oui,Oui,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinique Radiologique Mvogo Omnisports
IMG0051,Centre d'Imagerie de Bonamoussadi,Douala,Douala VI,Bonamoussadi,4.040917,9.754068,+237 698 584 352,bonamoussadi@yahoo.fr,,,,,,,,,Lun–Ven 07h30–17h30,Imagerie medicale,,,,,,Oui,Oui,Non,Oui,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre d'Imagerie de Bonamoussadi Bonamoussadi
IMG0052,Clinique Radiologique Simo,Douala,Douala VI,Sodiko,4.089073,9.631993,+237 698 456 365,radiologiquesi@gmail.com,,,,,,,,,Lun–Ven 07h30–17h30,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinique Radiologique Simo Sodiko
IMG0053,Cabinet de Radiologie de Ndogbong,Douala,Douala V,Ndog-Bong,4.083301,9.635508,+237 242 605 049,radiologiendog@yahoo.fr,,,,,,,,,Lun–Sam 08h00–17h00,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabinet de Radiologie de Ndogbong Ndog-Bong
IMG0054,Centre d'Imagerie Vie,Yaoundé,Yaoundé V,Nkol-Eton,3.769887,11.459165,+237 694 871 255,vie@hotmail.com,,,,,,,,,Lun–Ven 08h00–18h00,Imagerie medicale,,,,,,Oui,Oui,Oui,Oui,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre d'Imagerie Vie Nkol-Eton
IMG0055,Cabinet de Radiologie de PK10,Douala,Douala I,Nzeng-Ayong,4.092561,9.70209,+237 243 662 547,radiologiepk10@gmail.com,,,,,,,,,Lun–Dim 08h00–18h00,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabinet de Radiologie de PK10 Nzeng-Ayong
IMG0056,Centre d'Imagerie de Mboppi,Douala,Douala VI,Bonaloka,4.041303,9.678747,+237 692 684 458,mboppi@gmail.com,,,,,,,,,Lun–Sam 08h30–18h30,Imagerie medicale,,,,,,Oui,Oui,Oui,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre d'Imagerie de Mboppi Bonaloka
IMG0057,Cabinet de Radiologie de Nzeng-Ayong,Douala,Douala III,Nzeng-Ayong,4.101141,9.703614,+237 693 781 417,radiologienzen@imagerie.cm,,,,,,,,,Lun–Dim 08h00–18h00,Imagerie medicale,,,,,,Oui,Non,Non,Non,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabinet de Radiologie de Nzeng-Ayong Nzeng-Ayong
IMG0058,Centre d'Imagerie de Ndogbong,Douala,Douala I,Makepe,4.026587,9.773655,+237 653 430 270,ndogbong@yahoo.fr,,,,,,,,,Lun–Sam 07h00–20h00,Imagerie medicale,,,,,,Oui,Oui,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre d'Imagerie de Ndogbong Makepe
IMG0059,Centre d'Imagerie Harmonie,Yaoundé,Yaoundé VII,Biteng,3.909555,11.51562,+237 654 088 222,harmonie@imagerie.cm,,,,,,,,,7j/7 — 08h00–20h00,Imagerie medicale,,,,,,Oui,Oui,Oui,Non,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre d'Imagerie Harmonie Biteng
IMG0060,Cabinet de Radiologie de Akwa,Douala,Douala III,Akwa,4.01419,9.677207,+237 693 376 992,radiologieakwa@yahoo.fr,,,,,,,,,Lun–Dim 08h00–18h00,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabinet de Radiologie de Akwa Akwa
IMG0061,Clinique Radiologique Zang,Douala,Douala III,Youpwé,4.061747,9.724057,+237 222 758 466,radiologiqueza@gmail.com,,,,,,,,,Lun–Sam 08h00–17h00,Imagerie medicale,,,,,,Oui,Oui,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinique Radiologique Zang Youpwé
IMG0062,Centre d'Imagerie de Odza,Yaoundé,Yaoundé VI,Bastos,3.852415,11.56151,+237 651 330 907,odza@yahoo.fr,,,,,,,,,Lun–Sam 08h00–17h00,Imagerie medicale,,,,,,Oui,Oui,Oui,Non,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre d'Imagerie de Odza Bastos
IMG0063,Cabinet de Radiologie de Nkol-Afeme,Yaoundé,Yaoundé VII,Nkol-Afeme,3.813727,11.429827,+237 222 690 860,radiologienkol@hotmail.com,,,,,,,,,Lun–Sam 07h00–20h00,Imagerie medicale,,,,,,Oui,Oui,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabinet de Radiologie de Nkol-Afeme Nkol-Afeme
IMG0064,Centre de Radiologie Saint-Joseph,Yaoundé,Yaoundé IV,Nkoabang,3.764955,11.487027,+237 699 593 317,radiologiejose@yahoo.fr,,,,,,,,,7j/7 — 08h00–20h00,Imagerie medicale,,,,,,Oui,Non,Non,Non,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Radiologie Saint-Joseph Nkoabang
IMG0065,Centre d'Imagerie de Bastos,Yaoundé,Yaoundé VII,Bastos,3.806318,11.446178,+237 696 083 053,bastos@yahoo.fr,,,,,,,,,Lun–Sam 08h00–17h00,Imagerie medicale,,,,,,Oui,Oui,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre d'Imagerie de Bastos Bastos
IMG0066,Centre d'Imagerie Confiance,Douala,Douala IV,Nkongmondo,4.095882,9.646115,+237 694 430 446,confiance@imagerie.cm,,,,,,,,,Lun–Ven 07h30–17h30,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre d'Imagerie Confiance Nkongmondo
IMG0067,Centre d'Imagerie de PK10,Douala,Douala I,Bassa,4.02005,9.679411,+237 654 724 209,pk10@yahoo.fr,,,,,,,,,Lun–Sam 07h00–20h00,Imagerie medicale,,,,,,Oui,Oui,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre d'Imagerie de PK10 Bassa
IMG0068,Centre de Radiologie Saint-Jeanne,Douala,Douala II,Makepe,4.016089,9.782954,+237 652 397 990,radiologiejean@imagerie.cm,,,,,,,,,Lun–Sam 07h30–19h00,Imagerie medicale,,,,,,Oui,Oui,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Radiologie Saint-Jeanne Makepe
IMG0069,Cabinet de Radiologie de Koumassi,Douala,Douala II,Mboppi,4.041884,9.623571,+237 650 694 259,radiologiekoum@gmail.com,,,,,,,,,Lun–Sam 08h00–17h00,Imagerie medicale,,,,,,Oui,Non,Oui,Non,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabinet de Radiologie de Koumassi Mboppi
IMG0070,Cabinet de Radiologie de Bepanda,Douala,Douala IV,Bali,4.111824,9.773762,+237 677 523 943,radiologiebepa@hotmail.com,,,,,,,,,Lun–Ven 07h30–17h30,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabinet de Radiologie de Bepanda Bali
IMG0071,Cabinet de Radiologie de Nkongmondo,Douala,Douala I,Nkongmondo,3.988615,9.6539,+237 222 191 732,radiologienkon@gmail.com,,,,,,,,,Lun–Ven 07h30–17h30,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabinet de Radiologie de Nkongmondo Nkongmondo
IMG0072,Cabinet de Radiologie de Messa,Yaoundé,Yaoundé III,Etoudi,3.782092,11.504134,+237 697 891 150,radiologiemess@yahoo.fr,,,,,,,,,Lun–Sam 08h00–17h00,Imagerie medicale,,,,,,Oui,Oui,Oui,Non,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabinet de Radiologie de Messa Etoudi
IMG0073,Centre d'Imagerie Alliance,Yaoundé,Yaoundé II,Mvog-Ada,3.920254,11.557169,+237 222 887 976,alliance@gmail.com,,,,,,,,,7j/7 — 08h00–20h00,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre d'Imagerie Alliance Mvog-Ada
IMG0074,Imagerie Médicale Mbassi,Yaoundé,Yaoundé VI,Briqueterie,3.870978,11.556894,+237 233 073 201,médicambassi@yahoo.fr,,,,,,,,,Lun–Sam 08h00–17h00,Imagerie medicale,,,,,,Oui,Oui,Non,Oui,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imagerie Médicale Mbassi Briqueterie
IMG0075,Cabinet de Radiologie de Sodiko,Douala,Douala II,Sodiko,4.110033,9.717877,+237 678 686 065,radiologiesodi@imagerie.cm,,,,,,,,,Lun–Sam 08h00–17h00,Imagerie medicale,,,,,,Oui,Non,Non,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabinet de Radiologie de Sodiko Sodiko
IMG0076,Centre d'Imagerie de Nkoldongo,Yaoundé,Yaoundé III,Ngoa-Ekélé,3.877679,11.542687,+237 694 039 528,nkoldongo@yahoo.fr,,,,,,,,,Lun–Sam 07h30–19h00,Imagerie medicale,,,,,,Oui,Oui,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre d'Imagerie de Nkoldongo Ngoa-Ekélé
IMG0077,Clinique Radiologique Biyiti,Douala,Douala V,Bassa,4.116233,9.749617,+237 699 789 316,radiologiquebi@imagerie.cm,,,,,,,,,Lun–Sam 08h00–17h00,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinique Radiologique Biyiti Bassa
IMG0078,Centre de Radiologie Saint-Jean,Douala,Douala II,Bepanda,4.119058,9.689444,+237 653 914 257,radiologiejean@gmail.com,,,,,,,,,Lun–Sam 08h30–18h30,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Radiologie Saint-Jean Bepanda
IMG0079,Centre d'Imagerie de Bepanda,Douala,Douala VI,Bali,4.135531,9.681881,+237 694 424 749,bepanda@imagerie.cm,,,,,,,,,7j/7 — 08h00–20h00,Imagerie medicale,,,,,,Oui,Oui,Oui,Non,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre d'Imagerie de Bepanda Bali
IMG0080,Clinique Radiologique Ndjock,Douala,Douala IV,Nyalla,4.043629,9.79074,+237 691 280 139,radiologiquend@yahoo.fr,,,,,,,,,7j/7 — 08h00–20h00,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinique Radiologique Ndjock Nyalla
IMG0081,Imagerie Médicale Owona,Douala,Douala II,Bonaberi,4.12081,9.654601,+237 692 114 916,médicaowona@yahoo.fr,,,,,,,,,Lun–Sam 08h00–17h00,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imagerie Médicale Owona Bonaberi
IMG0082,Centre d'Imagerie de Ngoa-Ekélé,Yaoundé,Yaoundé V,Ngoa-Ekélé,3.786987,11.572205,+237 690 712 865,ngoa-ekélé@gmail.com,,,,,,,,,Lun–Sam 08h30–18h30,Imagerie medicale,,,,,,Oui,Non,Non,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre d'Imagerie de Ngoa-Ekélé Ngoa-Ekélé
IMG0083,Centre d'Imagerie de Koumassi,Douala,Douala I,Bonanjo,4.078829,9.709768,+237 651 158 690,koumassi@hotmail.com,,,,,,,,,7j/7 — 08h00–20h00,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre d'Imagerie de Koumassi Bonanjo
IMG0084,Centre de Radiologie Saint-Marie,Yaoundé,Yaoundé VI,Melen,3.791467,11.509947,+237 678 416 494,radiologiemari@hotmail.com,,,,,,,,,Lun–Ven 08h00–18h00,Imagerie medicale,,,,,,Oui,Non,Non,Oui,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Radiologie Saint-Marie Melen
IMG0085,Clinique Radiologique Nkeng,Yaoundé,Yaoundé III,Ngousso,3.831055,11.522348,+237 695 919 810,radiologiquenk@yahoo.fr,,,,,,,,,Lun–Ven 08h00–18h00,Imagerie medicale,,,,,,Oui,Non,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinique Radiologique Nkeng Ngousso
IMG0086,Centre d'Imagerie Bonheur,Yaoundé,Yaoundé V,Djoungolo,3.809175,11.431089,+237 694 468 652,bonheur@gmail.com,,,,,,,,,Lun–Sam 07h00–20h00,Imagerie medicale,,,,,,Oui,Oui,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre d'Imagerie Bonheur Djoungolo
IMG0087,Cabinet de Radiologie de Ndoghem,Douala,Douala VI,Ndokoti,4.042069,9.641478,+237 678 534 088,radiologiendog@hotmail.com,,,,,,,,,Lun–Sam 07h30–19h00,Imagerie medicale,,,,,,Oui,Oui,Oui,Oui,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabinet de Radiologie de Ndoghem Ndokoti
IMG0088,Imagerie Médicale Nkoa,Douala,Douala III,Makepe,4.023559,9.632054,+237 243 878 188,médicankoa@yahoo.fr,,,,,,,,,Lun–Sam 08h00–17h00,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imagerie Médicale Nkoa Makepe
IMG0089,Centre de Radiologie Saint-Claire,Yaoundé,Yaoundé V,Obili,3.913774,11.419664,+237 654 496 429,radiologieclai@yahoo.fr,,,,,,,,,Lun–Sam 07h00–20h00,Imagerie medicale,,,,,,Oui,Oui,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Radiologie Saint-Claire Obili
IMG0090,Clinique Radiologique Ondoa,Douala,Douala V,Youpwé,3.992482,9.744281,+237 698 787 330,radiologiqueon@gmail.com,,,,,,,,,Lun–Sam 08h00–17h00,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinique Radiologique Ondoa Youpwé
IMG0091,Clinique Radiologique Mvogo,Douala,Douala II,Bangue,4.136263,9.690361,+237 678 977 100,radiologiquemv@gmail.com,,,,,,,,,Lun–Ven 08h00–18h00,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinique Radiologique Mvogo Bangue
IMG0092,Centre d'Imagerie Harmonie,Douala,Douala VI,Bali,3.966003,9.694549,+237 697 611 989,harmonie@imagerie.cm,,,,,,,,,Lun–Sam 07h30–19h00,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre d'Imagerie Harmonie Bali
IMG0093,Clinique Radiologique Kuitche,Douala,Douala VI,Bonaloka,4.110293,9.647641,+237 694 186 089,radiologiqueku@imagerie.cm,,,,,,,,,Lun–Dim 08h00–18h00,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinique Radiologique Kuitche Bonaloka
IMG0094,Centre de Radiologie Saint-Bruno,Yaoundé,Yaoundé VII,Carrière,3.814532,11.481365,+237 696 052 493,radiologiebrun@gmail.com,,,,,,,,,7j/7 — 08h00–20h00,Imagerie medicale,,,,,,Oui,Oui,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Radiologie Saint-Bruno Carrière
IMG0095,Cabinet de Radiologie de Biyem-Assi,Yaoundé,Yaoundé I,Biyem-Assi,3.891746,11.506751,+237 694 572 468,radiologiebiye@gmail.com,,,,,,,,,Lun–Sam 08h00–17h00,Imagerie medicale,,,,,,Oui,Oui,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabinet de Radiologie de Biyem-Assi Biyem-Assi
IMG0096,Clinique Radiologique Mbarga,Douala,Douala III,Ndog-Passi III,4.099337,9.762429,+237 696 907 782,radiologiquemb@hotmail.com,,,,,,,,,Lun–Sam 07h00–20h00,Imagerie medicale,,,,,,Oui,Oui,Non,Oui,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinique Radiologique Mbarga Ndog-Passi III
IMG0097,Cabinet de Radiologie de Deido,Douala,Douala V,Ndogpassi,3.990235,9.678298,+237 653 812 869,radiologiedeid@imagerie.cm,,,,,,,,,Lun–Sam 07h30–19h00,Imagerie medicale,,,,,,Oui,Oui,Oui,Non,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabinet de Radiologie de Deido Ndogpassi
IMG0098,Centre d'Imagerie de Obili,Yaoundé,Yaoundé IV,Obili,3.797553,11.419018,+237 651 786 336,obili@imagerie.cm,,,,,,,,,Lun–Ven 07h30–17h30,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre d'Imagerie de Obili Obili
IMG0099,Centre de Radiologie Saint-Luc,Yaoundé,Yaoundé IV,Melen,3.824135,11.450253,+237 243 857 151,radiologieluc@hotmail.com,,,,,,,,,Lun–Sam 08h30–18h30,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Radiologie Saint-Luc Melen
IMG0100,Clinique Radiologique Mbassi,Yaoundé,Yaoundé III,Cité Verte,3.762168,11.538421,+237 222 630 909,radiologiquemb@yahoo.fr,,,,,,,,,Lun–Sam 08h00–17h00,Imagerie medicale,,,,,,Oui,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinique Radiologique Mbassi Cité Verte
IMG0101,Centre d'Imagerie de Mendong,Yaoundé,Yaoundé II,Mendong,3.922193,11.555974,+237 653 359 146,mendong@yahoo.fr,,,,,,,,,Lun–Sam 07h00–20h00,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre d'Imagerie de Mendong Mendong
IMG0102,Centre d'Imagerie de Ndog-Passi III,Douala,Douala IV,Ndog-Bong,4.055457,9.766428,+237 696 903 935,ndog-passiiii@gmail.com,,,,,,,,,Lun–Dim 08h00–18h00,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre d'Imagerie de Ndog-Passi III Ndog-Bong
IMG0103,Cabinet de Radiologie de Mbanya,Douala,Douala VI,PK8,4.005415,9.741324,+237 222 533 133,radiologiemban@gmail.com,,,,,,,,,Lun–Sam 08h30–18h30,Imagerie medicale,,,,,,Oui,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabinet de Radiologie de Mbanya PK8
IMG0104,Clinique Radiologique Tchoupo,Yaoundé,Yaoundé III,Briqueterie,3.946334,11.513589,+237 694 300 075,radiologiquetc@hotmail.com,,,,,,,,,7j/7 — 08h00–20h00,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinique Radiologique Tchoupo Briqueterie
IMG0105,Cabinet de Radiologie de Bonamoussadi,Douala,Douala VI,Bonamoussadi,4.115371,9.701414,+237 655 790 166,radiologiebona@imagerie.cm,,,,,,,,,Lun–Sam 07h00–20h00,Imagerie medicale,,,,,,Oui,Non,Non,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabinet de Radiologie de Bonamoussadi Bonamoussadi
IMG0106,Cabinet de Radiologie de Olembe,Yaoundé,Yaoundé VII,Olembe,3.83449,11.458236,+237 693 564 134,radiologieolem@imagerie.cm,,,,,,,,,Lun–Sam 07h00–20h00,Imagerie medicale,,,,,,Oui,Oui,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabinet de Radiologie de Olembe Olembe
IMG0107,Imagerie Médicale Nguele,Yaoundé,Yaoundé VII,Kondengui,3.835505,11.534446,+237 699 160 108,médicanguele@hotmail.com,,,,,,,,,Lun–Sam 08h00–17h00,Imagerie medicale,,,,,,Oui,Oui,Oui,Non,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imagerie Médicale Nguele Kondengui
IMG0108,Clinique Radiologique Ngoa,Douala,Douala I,Cité des Palmiers,3.984395,9.702473,+237 699 542 575,radiologiqueng@imagerie.cm,,,,,,,,,Lun–Dim 08h00–18h00,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinique Radiologique Ngoa Cité des Palmiers
IMG0109,Centre de Radiologie Saint-Damien,Douala,Douala V,Nyalla,4.096202,9.712473,+237 233 920 674,radiologiedami@gmail.com,,,,,,,,,Lun–Sam 08h30–18h30,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Radiologie Saint-Damien Nyalla
IMG0110,Centre d'Imagerie Providence,Yaoundé,Yaoundé VII,Olembe,3.754931,11.517821,+237 242 821 702,providence@hotmail.com,,,,,,,,,Lun–Ven 07h30–17h30,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre d'Imagerie Providence Olembe
IMG0111,Cabinet de Radiologie de Bonamoussadi,Douala,Douala IV,Bali,4.050202,9.65893,+237 222 950 988,radiologiebona@hotmail.com,,,,,,,,,Lun–Sam 07h00–20h00,Imagerie medicale,,,,,,Oui,Oui,Oui,Oui,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabinet de Radiologie de Bonamoussadi Bali
IMG0112,Imagerie Médicale Simo,Douala,Douala VI,Ndogbong,4.027686,9.661156,+237 655 798 027,médicasimo@imagerie.cm,,,,,,,,,Lun–Dim 08h00–18h00,Imagerie medicale,,,,,,Oui,Non,Oui,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imagerie Médicale Simo Ndogbong
IMG0113,Centre d'Imagerie de PK12,Douala,Douala II,Nkongmondo,4.016655,9.747906,+237 679 650 186,pk12@imagerie.cm,,,,,,,,,Lun–Sam 07h30–19h00,Imagerie medicale,,,,,,Oui,Non,Non,Non,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre d'Imagerie de PK12 Nkongmondo
IMG0114,Centre d'Imagerie Bien-être,Douala,Douala I,Nyalla,3.98067,9.721031,+237 691 322 753,bien-être@hotmail.com,,,,,,,,,Lun–Sam 08h30–18h30,Imagerie medicale,,,,,,Oui,Oui,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre d'Imagerie Bien-être Nyalla
